city_id,city_name,prov_id
339,MALINAU,24
340,NUNUKAN,24
341,BULUNGAN (BULONGAN),24
342,TANA TIDUNG,24
343,TARAKAN,24
344,BOLAANG MONGONDOW (BOLMONG),25
345,BOLAANG MONGONDOW SELATAN,25
346,MINAHASA SELATAN,25
347,BITUNG,25
348,MINAHASA,25
349,KEPULAUAN SANGIHE,25
350,MINAHASA UTARA,25
351,KEPULAUAN TALAUD,25
352,KEPULAUAN SIAU TAGULANDANG BIARO (SITARO),25
353,MANADO,25
354,BOLAANG MONGONDOW UTARA,25
355,BOLAANG MONGONDOW TIMUR,25
356,MINAHASA TENGGARA,25
357,KOTAMOBAGU,25
358,TOMOHON,25
359,BANGGAI KEPULAUAN,26
360,TOLI-TOLI,26
361,PARIGI MOUTONG,26
362,BUOL,26
363,DONGGALA,26
364,POSO,26
365,MOROWALI,26
366,TOJO UNA-UNA,26
367,BANGGAI,26
368,SIGI,26
369,PALU,26
370,MAROS,27
371,WAJO,27
372,BONE,27
373,SOPPENG,27
374,SIDENRENG RAPPANG / RAPANG,27
375,TAKALAR,27
376,BARRU,27
377,LUWU TIMUR,27
378,SINJAI,27
379,PANGKAJENE KEPULAUAN,27
380,PINRANG,27
381,JENEPONTO,27
382,PALOPO,27
383,TORAJA UTARA,27
384,LUWU,27
385,BULUKUMBA,27
386,MAKASSAR,27
387,SELAYAR (KEPULAUAN SELAYAR),27
388,TANA TORAJA,27
389,LUWU UTARA,27
390,BANTAENG,27
391,GOWA,27
392,ENREKANG,27
393,PAREPARE,27
394,KOLAKA,28
395,MUNA,28
396,KONAWE SELATAN,28
397,KENDARI,28
398,KONAWE,28
399,KONAWE UTARA,28
400,KOLAKA UTARA,28
401,BUTON,28
402,BOMBANA,28
403,WAKATOBI,28
404,BAU-BAU,28
405,BUTON UTARA,28
406,GORONTALO UTARA,29
407,BONE BOLANGO,29
408,GORONTALO,29
409,BOALEMO,29
410,POHUWATO,29
411,MAJENE,30
412,MAMUJU,30
413,MAMUJU UTARA,30
414,POLEWALI MANDAR,30
415,MAMASA,30
416,MALUKU TENGGARA BARAT,31
417,MALUKU TENGGARA,31
418,SERAM BAGIAN BARAT,31
419,MALUKU TENGAH,31
420,SERAM BAGIAN TIMUR,31
421,MALUKU BARAT DAYA,31
422,AMBON,31
423,BURU,31
424,BURU SELATAN,31
425,KEPULAUAN ARU,31
426,TUAL,31
427,HALMAHERA BARAT,32
428,TIDORE KEPULAUAN,32
429,TERNATE,32
430,PULAU MOROTAI,32
431,KEPULAUAN SULA,32
432,HALMAHERA SELATAN,32
433,HALMAHERA TENGAH,32
434,HALMAHERA TIMUR,32
435,HALMAHERA UTARA,32
436,YALIMO,33
437,DOGIYAI,33
438,ASMAT,33
439,JAYAPURA,33
440,PANIAI,33
441,MAPPI,33
442,TOLIKARA,33
443,PUNCAK JAYA,33
444,PEGUNUNGAN BINTANG,33
445,JAYAWIJAYA,33
446,LANNY JAYA,33
447,NDUGA,33
448,BIAK NUMFOR,33
449,KEPULAUAN YAPEN (YAPEN WAROPEN),33
450,PUNCAK,33
451,INTAN JAYA,33
452,WAROPEN,33
453,NABIRE,33
454,MIMIKA,33
455,BOVEN DIGOEL,33
456,YAHUKIMO,33
457,SARMI,33
458,MERAUKE,33
459,DEIYAI (DELIYAI),33
460,KEEROM,33
461,SUPIORI,33
462,MAMBERAMO RAYA,33
463,MAMBERAMO TENGAH,33
464,RAJA AMPAT,34
465,MANOKWARI SELATAN,34
466,MANOKWARI,34
467,KAIMANA,34
468,MAYBRAT,34
469,SORONG SELATAN,34
470,FAKFAK,34
471,PEGUNUNGAN ARFAK,34
472,TAMBRAUW,34
473,SORONG,34
474,TELUK WONDAMA,34
475,TELUK BINTUNI,34
