dis_id,dis_name,city_id
194,KUALA,3
195,PEUKAN BARO,6
196,MEUREUBO,16
197,SEKERAK,10
198,SAKTI,6
199,BANDA SAKTI,15
200,KUTA ALAM,19
201,WIH PESAM,13
202,TIMANG GAJAH,13
203,DEWANTARA,5
204,GEUMPANG,6
205,LONGKIB,23
206,KLUET SELATAN,9
207,MEURAH MULIA,5
208,LHOONG,11
209,GRONG GRONG,6
210,LABUHAN HAJI BARAT,9
211,MUARA TIGA,6
212,BENER KELIPAH,13
213,LUENG BATA,19
214,LAWE ALAS,12
215,MUARA SATU,15
216,SIMPANG JERNIH,4
217,SULTAN DAULAT,23
218,DARUL IMARAH,11
219,KUTA PANJANG,8
220,KOTA SIGLI,6
221,LAWE SUMUR,12
222,JAGONG JEGET,22
223,TERANGUN (TERANGON),8
224,DELENG POKHISEN,12
225,MESJID RAYA,11
226,MEUREUDU,1
227,MEURAH DUA,1
228,SAMUDERA,5
229,DARUL KAMAL,11
230,KOTA JUANG,3
231,DANAU PARIS,20
232,JAYA BARU,19
233,SEUNAGAN TIMUR,17
234,JOHAN PAHLAWAN,16
235,PEUSANGAN SELATAN,3
236,MANE,6
237,SAWANG,9
238,SIMPANG TIGA,6
239,BAKTIYA BARAT,5
240,SYIAH UTAMA,13
241,BANDA ALAM,4
242,TIRO / TRUSEB,6
243,GUNUNG MERIAH (MARIAH),20
244,BLANK BINTANG,11
245,KOTA MALAKA (KUTA MALAKA),11
246,JANGKA BUYA,1
247,KEBAYAKAN,22
248,LAWE SIGALA-GALA,12
249,KOTA KUALA SIMPANG,10
250,DELIMA,6
251,TRIENGGADENG,1
252,SIMPANG KIRI,23
253,DARUL HASANAH,12
254,TERIPE / TRIPE JAYA,8
255,KOTA BAHARU,20
256,PENANGGALAN,23
257,ULEE KARENG,19
258,SIMPANG KANAN,20
259,BABUL MAKMUR,12
260,LEMBAH SABIL,7
261,TRUMON TENGAH,9
262,MUARA BATU,5
263,BAKONGAN,9
264,LEUPUNG,11
265,SIMEULEU TENGAH,2
266,SUNGAI MAS,16
267,PINING (PINDING),8
268,NISAM ANTARA,5
269,SETIA BAKTI,14
270,KUTA RAJA,19
271,BANDA RAYA,19
272,LAPANG,5
273,KRUENG BARONA JAYA,11
274,SINGKIL UTARA,20
275,PUTRI BETUNG,8
276,PANTERAJA,1
277,TRUMON,9
278,PASIE RAJA,9
279,BAKONGAN TIMUR,9
280,SEMADAM,12
281,KUALA BARU,20
282,IDI TIMUR,4
283,SINGKIL,20
284,LANGSA BARAT,18
285,SINGKOHOR,20
286,ALAPAN (ALAFAN),2
287,LEMBAH SEULAWAH,11
288,PULAU BANYAK,20
289,TENGGULUN,10
290,PULAU-PULAU BATU TIMUR,24
291,PANYABUNGAN KOTA,25
292,SIEMPAT NEMPU,26
293,AEK NATAS,27
294,ADIAN KOTING,28
295,BOSAR MALIGAS,29
296,SALAPIAN,30
297,PERBAUNGAN,31
298,SAYUR MATINGGI,32
299,AEK SONGSONGAN,33
300,AEK LEDONG,33
301,PADANG BOLAK JULU,34
302,SOSOPAN,35
303,SIPIROK,32
304,TORGAMBA,36
305,PADANG BOLAK,34
306,PADANG SIDEMPUAN BATUNADUA,37
307,BALIGE,38
308,AEK NABARA BARUMUN,35
309,TUKKA,39
310,BARUS,39
311,LUMUT,39
312,LANGGA BAYU (LINGGA BAYU),25
313,SIABU,25
314,UJUNG PADANG,29
315,HULU SIHAPAS,34
316,ONAN GANJANG,40
317,SIHAPAS BARUMUN,35
318,SILANGKITANG,36
319,BATANG ANGKOLA,32
320,BATANG NATAL,25
321,SIBOLGA SELATAN,41
322,DOLOK,34
323,PORTIBI,34
324,MARBAU,27
325,BADIRI,39
326,DOLOK SIGOMPULON,34
327,TANO TOMBANGAN ANGKOLA,32
328,KUALUH HULU,27
329,AEK KUO,27
330,NA IX-X,27
331,LUBUK BARUMUN,35
332,AEK BILAH,32
333,AEK KUASAN,33
334,DOLOK SANGGUL,40
335,LEMBAH SORIK MERAPI,25
336,ANGKOLA BARAT (PADANG SIDEMPUAN),32
337,MARANCAR,32
338,PANYABUNGAN TIMUR,25
339,SIMANGUMBAN,28
340,PASARIBU TOBING,39
341,BANDAR PULAU,33
342,ANGKOLA SELATAN (SIAIS),32
343,LUMBAN JULU,38
344,POLLUNG,40
345,SIPAHUTAR,28
346,BATANG TORU,32
347,MEDANG DERAS,42
348,PANGURURAN,43
349,SIANTAR SELATAN,44
350,PANYABUNGAN SELATAN,25
351,RANTAU UTARA,45
352,TANJUNG MORAWA,46
353,ANGKOLA SANGKUNUR,32
354,PARMONANGAN,28
355,SIMANGAMBAT,34
356,SORKAM BARAT,39
357,BARUMUN TENGAH,35
358,TARUTUNG,28
359,SAIPAR DOLOK HOLE,32
360,SIANJUR MULA-MULA,43
361,PANDAN,39
362,BATANG LUBU SUTAM,35
363,PADANG SIDEMPUAN SELATAN,37
364,GAROGA,28
365,SOSA,35
366,HABINSARAN,38
367,BOR-BOR,38
368,ULU BARUMUN,35
369,DOLOK MERAWAN,31
370,GUNUNGSITOLI UTARA,47
371,LAHEWA,48
372,PULAU-PULAU BATU UTARA,24
373,AFULU,48
374,IDANO GAWO,49
375,AIR BATU,33
376,GEBANG,30
377,KUALA LEDONG (KUALUH LEIDONG),27
378,LIMAPULUH,42
379,AIR JOMAN,33
380,KAMPUNG RAKYAT,36
381,MERANTI,33
382,TELUK DALAM,33
383,SINUNUKAN,25
384,PANAI HULU,45
385,BIRU-BIRU,46
386,TIGA PANAH,50
387,MEREK,50
388,GIDO,49
389,ULU PUNGKUT,25
390,HUTA RAJA TINGGI,35
391,TAPIAN NAULI,39
392,TUHEMBERUA,48
393,PANGKALAN SUSU,30
394,SEI LEPAN,30
395,SAWIT SEBERANG,30
396,SIRAPIT (SERAPIT),30
397,ULUSUSUA,24
398,AMANDRAYA,24
399,BUNTU PANE,33
400,PINTU POHAN MERANTI,38
401,SIDAMANIK,29
402,SIMANINDO,43
403,PAKKAT,40
404,PORSEA,38
405,RAYA KAHEAN,29
406,ULUNOYO,24
407,LOLOFITU MOI,51
408,UMBUNASI,24
409,KUTA BULUH,50
410,MEDAN AMPLAS,52
411,PERCUT SEI TUAN,46
412,LOLOWAU,24
413,ALASA,48
414,HILISALAWA\AHE (HILISALAWAAHE),24
415,SIBABANGUN,39
416,MEDAN POLONIA,52
417,TAMBANGAN,25
418,SIBOLGA UTARA,41
419,LAHUSA,24
420,SIMPANG EMPAT,33
421,PERGETTENG GETTENG SENGKUT,53
422,STABAT,30
423,PANTAI CERMIN,31
424,ARAMO,24
425,BERINGIN,46
426,DOLOK MASIHUL,31
427,AIR PUTIH,42
428,MUARA,28
429,ARSE,32
430,BARUMUN,35
431,LAGUBOTI,38
432,TANJUNG BALAI,33
433,MEDAN SELAYANG,52
434,SIANTAR TIMUR,44
435,MA\U,49
436,MEDAN MAIMUN,52
437,GUNUNGSITOLI IDANOI,47
438,HILI SERANGKAI (HILISARANGGU),49
439,GOMO,24
440,MEDAN SUNGGAL,52
441,MEDAN BARU,52
442,TEBING TINGGI KOTA,54
443,TANJUNG TIRAM,42
444,PANAI TENGAH,45
445,MEDAN BELAWAN KOTA,52
446,TANJUNG BERINGIN,31
447,PANTAI LABU,46
448,PADANG HILIR,54
449,BANGUN PURBA,46
450,SINEMBAH TANJUNG MUDA HULU,46
451,JORLANG HATARAN,29
452,PANEI,29
453,RAYA,29
454,BANDAR HULUAN,29
455,JAWA MARAJA BAH JAMBI,29
456,TANAH JAWA,29
457,SIANTAR SITALASARI,44
458,BANDAR,29
459,SILOU KAHEAN,29
460,SERBA JADI,31
461,TEBING TINGGI,31
462,DOLOK BATU NANGGAR,29
463,SIBORONG-BORONG,28
464,HUTA BAYU RAJA,29
465,TEBING SYAHBANDAR,31
466,LOTU,48
467,SEI DADAP,33
468,SIPISPIS,31
469,TANJUNGPURA,30
470,SIRANDORUNG,39
471,SILIMA PUNGGA-PUNGGA,26
472,SIEMPAT NEMPU HULU,26
473,BATANG KUIS,46
474,LUBUK PAKAM,46
475,RANTAU SELATAN,45
476,SEI BAMBAN,31
477,KUALA,30
478,BAWOLATO,49
479,HALONGONAN,34
480,NATAL,25
481,MANDREHE UTARA,51
482,PULAU-PULAU BATU,24
483,BOTOMUZOI,49
484,BORONADU,24
485,O\O\U (OOU),24
486,SIROMBU,51
487,TANAH MASA,24
488,SIBOLANGIT,46
489,SITELLU TALI URANG JEHE,53
490,KOTARIH,31
491,DOLOK PANRIBUAN,29
492,PAGAR MERBAU,46
493,MUARA BATANG TORU,32
494,PEGAGAN HILIR,26
495,GALANG,46
496,BILAH BARAT,45
497,KUALUH SELATAN,27
498,BINTANG BAYU,31
499,GUNUNG MALIGAS,29
500,PEMATANG SIDAMANIK,29
501,PEMATANG BANDAR,29
502,BANDAR MASILAM,29
503,MUNTE,50
504,MUARA SIPONGI,25
505,BANDAR PASIR MANDOGE,33
506,MARDINDING,50
507,BAJENIS,54
508,MEDAN TEMBUNG,52
509,BINJAI BARAT,55
510,GUNUNG MALELA,29
511,BANDAR KHALIFAH,31
512,BILAH HULU,45
513,PADANG HULU,54
514,SIANTAR UTARA,44
515,BUKIT MALINTANG,25
516,SEI KEPAYANG,33
517,SILIMAKUTA,29
518,DOLOK PARDAMEAN,29
519,SETIA JANJI,33
520,SILAU LAUT,33
521,TALAWI,42
522,RANTO BAEK / BAIK,25
523,HUTA BARGOT,25
524,PARBULUAN,26
525,PULAU RAKYAT,33
526,BATAHAN,25
527,PARMAKSIAN,38
528,PADANG TUALANG,30
529,BERAMPU (BRAMPU),26
530,SIANTAR BARAT,44
531,SIGUMPAR,38
532,PAGARAN,28
533,NAGA JUANG,25
534,ALASA TALUMUZOI,48
535,NAMOHALU ESIWA,48
536,BARUMUN SELATAN,35
537,PANOMBEIAN PANEI,29
538,SOSOR GADONG,39
539,PANYABUNGAN BARAT,25
540,PARLILITAN,40
541,SIANTAR MARIHAT,44
542,PANCUR BATU,46
543,HINAI,30
544,BARUS JAHE,50
545,HIBALA,24
546,SOGAE ADU (SOGAEADU),49
547,KOTANOPAN,25
548,PADANG SIDEMPUAN UTARA (PADANGSIDIMPUAN),37
549,SIDIKALANG,26
550,SEI / SUNGAI KANAN,36
551,BATANG ONANG,34
552,BATANG SERANGAN,30
553,ANGKOLA TIMUR (PADANG SIDEMPUAN),32
554,SITOLU ORI,48
555,RAHUNING,33
556,NAMO RAMBE,46
557,GUNUNG SITEMBER,26
558,BAHOROK,30
559,PADANG SIDEMPUAN ANGKOLA JULU,37
560,JUHAR,50
561,NASSAU,38
562,SILINDA,31
563,MUARA BATANG GADIS,25
564,PANGARIBUAN,28
565,SIJAMA POLANG,40
566,TAPIAN DOLOK,29
567,PAYUNG,50
568,TIGA BINANGA,50
569,HURUNA,24
570,DOLOK SILAU,29
571,HILIMEGAI,24
572,TELUK DALAM,24
573,GUNUNGSITOLI,47
574,FANAYAMA,24
575,TOMA,24
576,MANIAMOLO,24
577,MAZINO,24
578,PULAU-PULAU BATU BARAT,24
579,LAHOMI (GAHORI),51
580,SIMPANG EMPAT,50
581,NAMA TERAN,50
582,SELESAI,30
583,SEI BINGE (BINGAI),30
584,PEGAJAHAN,31
585,SEI BALAI,42
586,PANYABUNGAN UTARA,25
587,BINJAI KOTA,55
588,TIGA LINGGA,26
589,MEDAN LABUHAN,52
590,WAMPU,30
591,TELUK NIBUNG,56
592,BINJAI SELATAN,55
593,HURISTAK,35
594,MEDAN DENAI,52
595,MANDUAMAS,39
596,SUSUA,24
597,GUNUNG MERIAH,46
598,SALAK,53
599,TELUK MENGKUDU,31
600,LINTONG NIHUTA,40
601,SITAHUIS,39
602,PURBATUA,28
603,ANDAM DEWI,39
604,HATONDUHAN,29
605,LOLOMATUA,24
606,TUGALA OYO,48
607,SORKAM,39
608,BABALAN,30
609,SEI SUKA,42
610,BESITANG,30
611,ULU MORO\O (ULU NARWO),51
612,DOLAT RAYAT,50
613,HAMPARAN PERAK,46
614,LAE PARIRA,26
615,LAUBALENG,50
616,TINADA,53
617,DATUK BANDAR TIMUR,56
618,SITIO-TIO,43
619,KISARAN BARAT KOTA,33
620,PULO BANDRING,33
621,SEI RAMPAH,31
622,BINJAI UTARA,55
623,SITELLU TALI URANG JULU,53
624,MEDAN HELVETIA,52
625,SECANGGANG,30
626,MERDEKA,50
627,SILAEN,38
628,PEMATANG JAYA,30
629,BINJAI TIMUR,55
630,DELI TUA,46
631,HILIDUHO,49
632,MANDREHE,51
633,SIANTAR,29
634,ULUAN,38
635,HARIAN,43
636,SUMBUL,26
637,BRASTAGI (BERASTAGI),50
638,MEDAN TIMUR,52
639,SIATAS BARITA,28
640,GUNUNGSITOLI ALO\OA,47
641,MANDREHE BARAT,51
642,ONOHAZUMBA,24
643,GUNUNGSITOLI SELATAN,47
644,ULUGAWO,49
645,SOMAMBAWA,24
646,GUNUNGSITOLI BARAT,47
647,DATUK BANDAR,56
648,KISARAN TIMUR KOTA,33
649,MEDAN JOHOR,52
650,GIRSANG SIPANGAN BOLON,29
651,MEDAN BARAT,52
652,SIMUK,24
653,PALIPI,43
654,PADANG SIDEMPUAN TENGGARA,37
655,MAZO,24
656,TAMPAHAN,38
657,KABANJAHE,50
658,MORO\O,51
659,PINANGSORI,39
660,TIGANDERKET,50
661,SINEMBAH TANJUNG MUDA HILIR,46
662,TANAH PINEM,26
663,KOTA PINANG,36
664,PUNCAK SORIK MARAPI / MERAPI,25
665,HARANGGAOL HORISON,29
666,ONAN RUNGGU,43
667,BONATUA LUNASI,38
668,LABUHAN DELI,46
669,SUNGGAL,46
670,SOMOLO-MOLO (SAMOLO),49
671,SIDUA\ORI,24
672,SAWO,48
673,PURBA,29
674,AJIBATA,38
675,KOLANG,39
676,PAHAE JULU,28
677,PAKANTAN,25
678,BARUS UTARA,39
679,PADANG SIDEMPUAN HUTAIMBARU,37
680,SIPOHOLON,28
681,NAINGGOLAN,43
682,TANJUNG BALAI SELATAN,56
683,SIEMPAT NEMPU HILIR,26
684,SUKA BANGUN,39
685,BILAH HILIR,45
686,KUALUH HILIR,27
687,PANGKATAN,45
688,KUTAMBARU,30
689,RAMBUTAN,54
690,BRANDAN BARAT,30
691,MEDAN TUNTUNGAN,52
692,SEI TUALANG RASO,56
693,MEDAN DELI,52
694,SIBOLGA KOTA,41
695,MEDAN AREA,52
696,MEDAN KOTA,52
697,KUTALIMBARU,46
698,TANJUNG BALAI UTARA,56
699,SIEMPAT RUBE,53
700,KERAJAAN,53
701,BINJAI,30
702,MEDAN MARELAN,52
703,PAGINDAR,53
704,PATUMBAK,46
705,LAHEWA TIMUR,48
706,RONGGUR NIHUTA,43
707,PARANGINAN,40
708,BAKTI RAJA,40
709,PEMATANG SILIMA HUTA,29
710,SIANTAR MARIMBUN,44
711,TARA BINTANG,40
712,SIANTAR MARTOBA,44
713,PAHAE JAE,28
714,SIANTAR NARUMONDA,38
715,TINGGI RAJA,33
716,MEDAN PERJUANGAN,52
717,RAWANG PANCA ARGA,33
718,SIBOLGA SAMBAS,41
719,SITINJO,26
720,SILAHI SABUNGAN,26
721,SARUDIK,39
722,MEDAN PETISAH,52
723,SEI KEPAYANG TIMUR,33
724,PANAI HILIR,45
725,SEI KEPAYANG BARAT,33
726,KOTO BESAR,57
727,SANGIR BATANG HARI,58
728,KAMANG BARU,59
729,SEI BEREMAS,60
730,GUNUNG TALANG,61
731,LEMBAH GUMANTI,61
732,PASAMAN,60
733,PAYUNG SEKAKI,61
734,LUBUK SIKAPING,62
735,PARIAMAN TIMUR,63
736,SEPULUH KOTO (X KOTO),64
737,SIJUNJUNG,59
738,LUBUK ALUNG,65
739,LINGGO SARI BAGANTI,66
740,SILAUT,66
741,PADANG SELATAN,67
742,LEMBAH SEGAR,68
743,KOTO TANGAH,67
744,PADANG UTARA,67
745,SIMPANG ALAHAN MATI,62
746,ASAM JUJUHAN,57
747,PARIAMAN TENGAH,63
748,PAUH DUO,58
749,KOTO BARU,57
750,KOTO SALAK,57
751,LAREH SAGO HALABAN,69
752,PARIAMAN UTARA,63
753,IV ANGKAT CANDUNG (AMPEK ANGKEK),70
754,KOTO XI TARUSAN,66
755,IV JURAI,66
756,BASA AMPEK BALAI TAPAN,66
757,KURANJI,67
758,PAYAKUMBUH SELATAN,71
759,PALEMBAYAN,70
760,SUTERA,66
761,PADANG TIMUR,67
762,SUNGAYANG,64
763,BATIPUH,64
764,LUAK (LUHAK),69
765,SULIKI,69
766,2 X 11 KAYU TANAM,65
767,BAYANG,66
768,X KOTO SINGKARAK,61
769,LUBUK SIKARAH,61
770,PADANG GANTING,64
771,AUR BIRUGO TIGO BALEH,72
772,GUGUK PANJANG (GUGUAK PANJANG),72
773,VII KOTO SUNGAI SARIK,65
774,IV KOTO AUR MALINTANG,65
775,PAYAKUMBUH UTARA,71
776,PAYAKUMBUH TIMUR,71
777,BARANGIN,68
778,PARIAMAN SELATAN,63
779,PAYAKUMBUH BARAT,71
780,LINTAU BUO UTARA,64
781,PADANG PANJANG BARAT,73
782,RAMBATAN,64
783,IV KOTO (AMPEK KOTO),70
784,SEMBILAN KOTO (IX KOTO),57
785,LUBUK KILANGAN,67
786,BUKIK BARISAN,69
787,LUBUK BEGALUNG,67
788,LIMA KAUM,64
789,TANJUNG BARU,64
790,SUNGAI PUA (PUAR),70
791,RANAH BATAHAN,60
792,LEMBANG JAYA,61
793,HARAU,69
794,TIGO LURAH,61
795,PARIANGAN,64
796,SUNGAI GERINGGING / GARINGGING,65
797,AKABILURU,69
798,PADANG SAGO,65
799,AMPEK NAGARI (IV NAGARI ),70
800,KUPITAN,59
801,PADANG LAWEH,57
802,BATIPUH SELATAN,64
803,TALAWI,68
804,TANJUNG RAYA,70
805,PADANG BARAT,67
806,SIPORA SELATAN,74
807,SIPORA UTARA,74
808,PAGAI UTARA,74
809,SANGIR JUJUAN,58
810,RANAH AMPEK HULU TAPAN,66
811,TIGO NAGARI (III NAGARI),62
812,PAUH,67
813,SIBERUT UTARA,74
814,SUNGAI PAGU,58
815,BATANG ANAI,65
816,CANDUNG,70
817,IX KOTO SEI LASI,61
818,KOTO VII,59
819,X KOTO DIATAS,61
820,BUKIT SUNDI,61
821,PAGAI SELATAN,74
822,LUBUAK TAROK,59
823,BASO,70
824,BUNGUS TELUK KABUNG,67
825,LINTAU BUO,64
826,MANDIANGIN KOTO SELAYAN,72
827,V KOTO KAMPUNG DALAM,65
828,SIBERUT TENGAH,74
829,BANUHAMPU,70
830,DUO KOTO (II KOTO),62
831,AIRPURA,66
832,KAPUR IX / SEMBILAN,69
833,PADANG PANJANG TIMUR,73
834,PULAU PUNJUNG,57
835,ENAM LINGKUNG,65
836,TILATANG KAMANG,70
837,BONJOL,62
838,KUBUNG,61
839,BATANG GASAN,65
840,LUBUK BASUNG,70
841,SUNGAI LIMAU,65
842,GUGUAK (GUGU),69
843,PANGKALAN KOTO BARU,69
844,SITIUNG,57
845,V KOTO TIMUR,65
846,NANGGALO,67
847,SUNGAI TARAB,64
848,PANCUNG SOAL,66
849,BATANG KAPAS,66
850,MUNGKA,69
851,TALAMAU,60
852,KAMANG MAGEK,70
853,LENGAYANG,66
854,DANAU KEMBAR,61
855,TANJUNG HARAPAN,61
856,NAN SABARIS,65
857,LUHAK NAN DUO,60
858,KINALI,60
859,SIBERUT BARAT DAYA,74
860,TIUMANG,57
861,PAYAKUMBUH,69
862,IV NAGARI,59
863,RAO UTARA,62
864,LAMPOSI TIGO NAGARI,71
865,IV NAGARI BAYANG UTARA,66
866,PALUPUH,70
867,TANJUNG EMAS,64
868,GUNUANG OMEH (GUNUNG MAS),69
869,RANAH PESISIR,66
870,SUMPUR KUDUS,59
871,SUNGAI RUMBAI,57
872,TANJUNG GADANG,59
873,RAO SELATAN,62
874,SALIMPAUNG,64
875,MATUR,70
876,PANTAI CERMIN,61
877,SANGIR,58
878,2 X 11 ENAM LINGKUNG,65
879,MAPAT TUNGGUL,62
880,LUNANG,66
881,SIBERUT SELATAN,74
882,MALAKAK,70
883,SIKAKAP,74
884,SILUNGKANG,68
885,GUNUNG TULEH,60
886,JUNJUNG SIRIH,61
887,MAPAT TUNGGUL SELATAN,62
888,PADANG GELUGUR,62
889,RAO,62
890,KOTO PARIK GADANG DIATEH,58
891,PANTI,62
892,TIMPEH,57
893,KOTO BALINGKA,60
894,HILIRAN GUMANTI,61
895,SASAK RANAH PASISIR / PESISIE,60
896,SIBERUT BARAT,74
897,SINTUK / SINTUAK TOBOH GADANG,65
898,SITUJUAH LIMO / LIMA NAGARI,69
899,SUNGAI AUR,60
900,PATAMUAN,65
901,SANGIR BALAI JANGGO,58
902,ULAKAN TAPAKIH / TAPAKIS,65
903,TANJUNG MUTIARA,70
904,LEMBAH MELINTANG,60
905,KEMUNING,75
906,KUANTAN MUDIK,76
907,UKUI,77
908,PAYUNG SEKAKI,78
909,PUJUD,79
910,MANDAU,80
911,RENGAT BARAT,81
912,SINGINGI,76
913,PASIR PENYU,81
914,PENDALIAN IV KOTO,82
915,BENGKALIS,80
916,LUBUK BATU JAYA,81
917,KATEMAN,75
918,TAPUNG,83
919,BANDAR PETALANGAN,77
920,KAMPAR,83
921,TEBING TINGGI,84
922,ROKAN IV KOTO,82
923,TEBING TINGGI BARAT,84
924,RUMBIO JAYA,83
925,KABUN,82
926,BATANG CENAKU,81
927,RANGSANG BARAT,84
928,BUKIT BATU,80
929,KAMPAR KIRI HULU,83
930,TAMBANG,83
931,RAMBAH,82
932,BAGAN SINEMBAH,79
933,BANGKO,79
934,BUKIT KAPUR,85
935,RANTAU KOPAR,79
936,ENOK,75
937,PELANGIRAN,75
938,DUMAI BARAT,85
939,BUNUT,77
940,MERBAU,84
941,SIMPANG KANAN,79
942,KUNTO DARUSSALAM,82
943,MANDAH,75
944,PINGGIR,80
945,XIII KOTO KAMPAR,83
946,KUANTAN TENGAH,76
947,SIAK KECIL,80
948,SEBERIDA,81
949,SABAK AUH,86
950,TASIK PUTRI PUYU,84
951,KOTO KAMPAR HULU,83
952,BANGKINANG,83
953,BANGKO PUSAKA (PUSAKO),79
954,SUNGAI SEMBILAN,85
955,PULAU BURUNG,75
956,TAMBUSAI UTARA,82
957,BANGUN PURBA,82
958,KAMPAR KIRI HILIR,83
959,LIRIK,81
960,BENAI,76
961,INUMAN,76
962,KERUMUTAN,77
963,DAYUN,86
964,TANAH PUTIH,79
965,BANTAN,80
966,BATU HAMPAR,79
967,KUANTAN HILIR,76
968,PULAUMERBAU,84
969,PANGKALAN KURAS,77
